stc_id,entity_type,entity_text,entity_length,token_count,start_pos,end_pos
PKS_001.003.168.005,NUM,156,3,1,55,55
PKS_001.003.168.005,NUM,768,3,1,57,57
PKS_001.003.168.006,LOC,Cửu Chân,8,2,7,8
PKS_001.003.168.007,LOC,Âu Lạc,6,2,26,27
PKS_001.003.168.007,PER,Hùng Vương,10,2,38,39
PKS_001.003.168.008,TME,Tiền Đông Sơn,13,3,33,35
PKS_001.003.168.008,TME,Đông Sơn,8,2,37,38
PKS_001.003.168.009,NUM,3.500,5,1,8,8
PKS_001.003.168.009,NUM,3.200,5,1,10,10
PKS_001.003.168.009,LOC,Hồng,4,1,32,32
PKS_001.003.168.009,LOC,Cả,2,1,35,35
PKS_001.003.168.009,LOC,Mã,2,1,38,38
PKS_001.003.169.001,LOC,Ngộc Lữ,9,2,7,8
PKS_001.003.169.001,LOC,Cổ Loa,7,2,10,11
PKS_001.003.169.001,LOC,Sông Đà,8,2,13,14
PKS_001.003.169.001,LOC,Hộp Minh,9,2,28,29
PKS_001.003.169.001,LOC,Yên Bắi,8,2,31,32
PKS_001.003.169.001,LOC,Động Sơn,9,2,48,49
PKS_001.003.169.002,LOC,Việt,5,1,10,10
PKS_001.003.169.002,LOC,Động Sơn,9,2,13,14
PKS_001.003.169.003,LOC,Âu Lạc,6,2,9,10
PKS_001.003.169.004,LOC,Động Sơn,9,2,14,15
PKS_001.003.169.005,TITLE,nghệ nhân,9,2,9,10
PKS_001.003.169.005,LOC,Động Sơn,9,2,11,12
PKS_001.003.169.006,LOC,Động Xá,7,2,22,23
PKS_001.003.169.006,TME,thế kỷ I TCN,12,4,27,30
PKS_001.003.169.007,LOC,Đông Sơn,8,2,41,42
PKS_001.003.169.008,LOC,Động Sơn,9,2,6,7
PKS_001.003.169.009,LOC,Động Sơn,9,2,12,13
PKS_001.003.169.009,LOC,Động Sơn,9,2,31,32
PKS_001.003.169.010,LOC,Động Sơn,9,2,15,16
PKS_001.003.169.011,NUM,³,1,1,40,40
PKS_001.003.170.001,TME,thời kỳ Đông Sơn,16,4,6,9
PKS_001.003.170.002,TME,thời kỳ Đông Sơn,16,4,38,41
PKS_001.003.170.003,TITLE,Tiền Hán thư,12,3,12,14
PKS_001.003.170.003,PER,Nhâm Diên,9,2,16,17
PKS_001.003.170.004,TME,thời kỳ này,11,3,5,7
PKS_001.003.170.005,NUM,2,1,1,17,17
PKS_001.003.170.005,LOC,Mả Trại,7,2,22,23
PKS_001.003.170.005,LOC,Cổ Lò,5,2,25,26
PKS_001.003.170.005,LOC,Bắc Bộ,6,2,31,32
PKS_001.003.170.005,LOC,Mả Trại,7,2,45,46
PKS_001.003.170.005,NUM,96/192,6,1,48,48
PKS_001.003.170.005,LOC,Việt Nam,8,2,61,62
PKS_001.003.170.005,NUM,96/10,5,1,64,64
PKS_001.003.170.008,LOC,Cổ Lò,5,2,8,9
PKS_001.003.170.008,PER,Người Âu Lạc,12,3,19,21
PKS_001.003.170.008,LOC,Bắc Bộ,6,2,56,57
PKS_001.003.171.002,LOC,Giao Chi,8,2,9,10
PKS_001.003.171.002,LOC,Giao Chì,8,2,35,36
PKS_001.003.171.002,TME,tháng 10,8,2,38,39
PKS_001.003.171.002,TME,tháng 4,7,2,52,53
PKS_001.003.171.002,NUM,1,1,1,65,65
PKS_001.003.171.002,TME,tháng 4,7,2,76,77
PKS_001.003.171.002,LOC,Giao Chỉ,8,2,82,83
PKS_001.003.171.002,NUM,2,1,1,106,106
PKS_001.003.171.003,LOC,Trung Quốc,10,2,5,6
PKS_001.003.171.003,LOC,Giao Chỉ,8,2,11,12
PKS_001.003.171.003,LOC,Lạc Việt,8,2,14,15
PKS_001.003.171.003,LOC,Cửu Chân,8,2,28,29
PKS_001.003.171.003,LOC,Bắc Trung bộ,12,3,31,33
PKS_001.003.171.004,TITLE,Địa lý chí,10,3,1,3
PKS_001.003.171.004,LOC,Giao Chỉ,8,2,7,8
PKS_001.003.171.004,NUM,6,1,1,16,16
PKS_001.003.171.004,TITLE,Nguyên Đinh,11,2,19,20
PKS_001.003.171.004,PER,Hán Vũ đế,9,3,22,24
PKS_001.003.171.004,NUM,113,3,1,26,26
PKS_001.003.171.004,TME,TCN,3,1,27,27
PKS_001.003.171.004,NUM,92.440,6,1,30,30
PKS_001.003.171.004,NUM,746.237,7,1,34,34
PKS_001.003.171.004,NUM,9,1,1,37,37
PKS_001.003.171.004,LOC,An (Yên) Định,13,3,39,41
PKS_001.003.171.004,LOC,Câu Lậu,7,2,43,44
PKS_001.003.171.004,LOC,Mi Linh,7,2,46,47
PKS_001.003.171.004,LOC,Khúc Dương,10,2,49,50
PKS_001.003.171.004,LOC,Bắc Đới,7,2,52,53
PKS_001.003.171.004,LOC,Kê Từ,5,2,55,56
PKS_001.003.171.004,LOC,Tây Vu,6,2,58,59
PKS_001.003.171.004,LOC,Long Biên,9,2,61,62
PKS_001.003.171.004,LOC,Chu Diên,8,2,64,65
PKS_001.003.171.005,LOC,Cửu Chân,8,2,6,7
PKS_001.003.171.005,NUM,6,1,1,14,14
PKS_001.003.171.005,TITLE,Nguyên Đỉnh,11,2,17,18
PKS_001.003.171.005,PER,Hán Vũ đế,9,3,20,22
PKS_001.003.171.005,TME,113 TCN,7,2,24,25
PKS_001.003.171.005,NUM,35.743,6,1,28,28
PKS_001.003.171.005,NUM,166.113,7,1,30,30
PKS_001.003.171.005,NUM,7,1,1,34,34
PKS_001.003.171.005,LOC,Tư Phố,6,2,37,38
PKS_001.003.171.005,LOC,Cư Phong,8,2,40,41
PKS_001.003.171.005,LOC,Đô Long,7,2,43,44
PKS_001.003.171.005,LOC,Dư Phát,7,2,46,47
PKS_001.003.171.005,LOC,Hàm Hoan,8,2,49,50
PKS_001.003.171.005,LOC,Vô Thiết,8,2,52,53
PKS_001.003.171.005,LOC,Vô Biên,7,2,55,56
PKS_001.003.171.006,LOC,Quận Nhật Nam,13,3,0,2
PKS_001.003.171.006,NUM,6,1,1,10,10
PKS_001.003.171.006,TITLE,Nguyên Đinh,11,2,13,14
PKS_001.003.171.006,PER,Hán Vũ,6,2,16,17
PKS_001.003.171.006,NUM,15.460,6,1,20,20
PKS_001.003.171.006,NUM,69.485,6,1,22,22
PKS_001.003.171.006,NUM,5,1,1,26,26
PKS_001.003.171.006,LOC,Chu Ngô,7,2,28,29
PKS_001.003.171.006,LOC,Tỷ Ánh,6,2,31,32
PKS_001.003.171.006,LOC,Lô Dung,7,2,34,35
PKS_001.003.171.006,LOC,Tây Quyển,9,2,37,38
PKS_001.003.171.006,LOC,Tượng Lâm3,10,2,40,41
PKS_001.003.171.006,LOC,Giao Chỉ,8,2,48,49
PKS_001.003.171.006,LOC,Cửu Chân,8,2,51,52
PKS_001.003.171.006,LOC,Nhật Nam,8,2,54,55
PKS_001.003.171.006,NUM,143.643,7,1,62,62
PKS_001.003.171.006,NUM,981.735,7,1,65,65
PKS_001.003.171.007,TITLE,Hán thư,7,2,8,9
PKS_001.003.171.007,TITLE,Tiền Hán Thư,12,3,11,13
PKS_001.003.171.007,TME,thời kỳ đầu triều Hán,21,5,17,21
PKS_001.003.171.007,LOC,Giao Chỉ,8,2,27,28
PKS_001.003.171.007,NUM,"4,5",3,1,31,31
PKS_001.003.171.007,LOC,Cửu Chân,8,2,36,37
PKS_001.003.172.001,NUM,750 nghìn,9,2,11,12
PKS_001.003.172.001,LOC,Giao Chỉ,8,2,33,34
PKS_001.003.172.002,LOC,Giao Chỉ,8,2,2,3
PKS_001.003.172.002,NUM,170.000,7,1,14,14
PKS_001.003.172.002,LOC,Cửu Chân,8,2,18,19
PKS_001.003.172.003,LOC,Vùng đất Cửu Chân,17,4,0,3
PKS_001.003.172.003,LOC,sông Hồng,9,2,17,18
PKS_001.003.172.003,LOC,Giao Chỉ,8,2,20,21
PKS_001.003.172.003,LOC,Lạc Việt,8,2,23,24
PKS_001.003.172.004,LOC,Giao Chỉ,8,2,10,11
PKS_001.003.172.004,LOC,Cửu Chân,8,2,13,14
PKS_001.003.172.005,LOC,Giao Chỉ,8,2,6,7
PKS_001.003.172.005,LOC,Cửu Chân,8,2,9,10
PKS_001.003.172.005,NUM,tám,3,1,17,17
PKS_001.003.172.006,LOC,Cửu Chân,8,2,3,4
PKS_001.003.172.007,LOC,Việt Nam,8,2,7,8
PKS_001.003.172.007,LOC,Mả Tràng,8,2,21,22
PKS_001.003.172.007,TITLE,Trổng đồng cổ,13,3,28,30
PKS_001.003.172.007,LOC,Loa,3,1,31,31
PKS_001.003.172.007,TITLE,Trổng đồng,10,2,36,37
PKS_001.003.172.007,LOC,Mả Tràng,8,2,38,39
PKS_001.003.172.007,TITLE,Heger I,7,2,46,47
PKS_001.003.172.007,PER,Franz Heger,11,2,61,62
PKS_001.003.172.007,LOC,Áo,2,1,64,64
PKS_001.003.172.008,LOC,Việt Nam,8,2,6,7
PKS_001.003.172.008,LOC,cổ Loa,6,2,20,21
PKS_001.003.172.008,LOC,Đông Sơn,8,2,24,25
PKS_001.003.172.008,LOC,Đông Sơn,8,2,40,41
PKS_001.003.172.009,TME,thế kỷ V,8,3,14,16
PKS_001.003.172.009,TME,thế kỷ III TCN,14,4,18,21
PKS_001.003.172.010,LOC,Đông Sơn,8,2,7,8
PKS_001.003.172.010,TME,năm 1999,8,2,22,23
PKS_001.003.172.010,LOC,Vực,3,1,26,26
PKS_001.003.173.001,LOC,Cổ Loa,6,2,0,1
PKS_001.003.173.001,NUM,93kg,4,1,22,22
PKS_001.003.173.004,TME,thời kỳ Âu Lạc,14,4,42,45
PKS_001.003.173.005,LOC,Thành cổ Loa,12,3,0,2
PKS_001.003.173.005,LOC,Âu Lạc,6,2,7,8
PKS_001.003.173.006,LOC,Tây Âu,6,2,13,14
PKS_001.003.173.006,LOC,Âu Lạc,6,2,20,21
PKS_001.003.173.006,TME,thế kỷ III TCN,14,4,25,28
PKS_001.003.173.007,PER,Thục Phán,9,2,17,18
PKS_001.003.173.007,TITLE,vị thủ lĩnh,11,3,20,22
PKS_001.003.173.007,LOC,Tây Âu,6,2,25,26
PKS_001.003.173.007,LOC,Âu Lạc,6,2,49,50
PKS_001.003.173.008,LOC,Đông Sơn,8,2,17,18
PKS_001.003.173.010,TME,năm 1959,8,2,3,4
PKS_001.003.173.010,LOC,Vực,3,1,7,7
PKS_001.003.173.010,LOC,Cổ Loa,6,2,10,11
PKS_001.003.173.010,LOC,Đông Anh,8,2,13,14
PKS_001.003.173.010,LOC,Hà Nội,6,2,16,17
PKS_001.003.174.001,LOC,Địa vực,7,2,3,4
PKS_001.003.174.001,LOC,Nhuệ,4,1,23,23
PKS_001.003.174.001,LOC,Đáy,3,1,25,25
PKS_001.003.174.001,LOC,Hồng,4,1,32,32
PKS_001.003.174.003,NUM,số lượng,8,2,29,30
PKS_001.003.174.003,LOC,Đông Sơn,8,2,33,34
PKS_001.003.174.003,TME,thời gian Âu Lạc,16,4,40,43
PKS_001.003.174.004,LOC,Đông Sơn,8,2,5,6
PKS_001.003.174.004,LOC,Việt Nam,8,2,12,13
PKS_001.003.174.004,LOC,Hồng,4,1,23,23
PKS_001.003.174.004,LOC,Vinh Quang,10,2,28,29
PKS_001.003.174.004,LOC,Làng Cả,7,2,31,32
PKS_001.003.174.004,LOC,Châu Can,8,2,34,35
PKS_001.003.174.004,LOC,Việt Khê,8,2,37,38
PKS_001.003.174.004,NUM,64%,3,1,53,53
PKS_001.003.174.004,LOC,Đông Sơn,8,2,61,62
PKS_001.003.174.004,LOC,Âu Lạc,6,2,64,65
PKS_001.003.174.005,LOC,Đông Sơn,8,2,27,28
PKS_001.003.174.007,TITLE,Linh quang kim trảo thần nỗ,27,6,14,19
PKS_001.003.174.008,NUM,vạn,3,1,31,31
PKS_001.003.174.008,LOC,Vực,3,1,39,39
PKS_001.003.174.008,LOC,Kinh thành cổ Loa,17,4,43,46
PKS_001.003.174.009,TITLE,Lạc hầu,7,2,19,20
PKS_001.003.174.009,TITLE,Lạc tướng,9,2,22,23
PKS_001.003.175.001,LOC,Cổ Loa,6,2,21,22
PKS_001.003.175.001,LOC,Âu Lạc,6,2,27,28
PKS_001.003.175.002,LOC,Cổ Loa,6,2,2,3
PKS_001.003.175.002,LOC,Loa Thành,9,2,6,7
PKS_001.003.175.002,PER,An Dương Vương,14,3,9,11
PKS_001.003.175.002,LOC,Việt Nam,8,2,19,20
PKS_001.003.175.002,LOC,Trung Quốc,10,2,22,23
PKS_001.003.175.003,LOC,Việt Nam,8,2,10,11
PKS_001.003.175.003,PER,An Dương Vương,14,3,14,16
PKS_001.003.175.003,PER,Hùng Vương,10,2,28,29
PKS_001.003.175.003,PER,Thục,4,1,33,33
PKS_001.003.175.003,PER,Phán,4,1,35,35
PKS_001.003.175.004,LOC,Việt Thường,11,2,4,5
PKS_001.003.175.004,PER,An Dương Vương,14,3,10,12
PKS_001.003.175.005,LOC,Âu Lạc,6,2,23,24
PKS_001.003.175.005,PER,Thục,4,1,32,32
PKS_001.003.175.005,PER,Pắn,3,1,34,34
PKS_001.003.175.006,LOC,Vùng cổ Loa,11,3,0,2
PKS_001.003.175.007,LOC,sông Hồng,9,2,16,17
PKS_001.003.175.007,LOC,cổ Loa,6,2,29,30
PKS_001.003.175.008,TITLE,Hán thư,7,2,5,6
PKS_001.003.175.008,LOC,cổ Loa,6,2,8,9
PKS_001.003.175.008,LOC,Tây Vu,6,2,12,13
PKS_001.003.175.008,NUM,32.000,6,1,17,17
PKS_001.003.175.008,NUM,1/3,3,1,21,21
PKS_001.003.175.008,LOC,Giao Chỉ,8,2,25,26
PKS_001.003.175.009,TME,năm 22 - 220,12,4,5,8
PKS_001.003.175.009,LOC,cổ Loa,6,2,10,11
PKS_001.003.175.009,LOC,Phong Khê,9,2,14,15
PKS_001.003.175.009,TME,thế kỷ VI - X,13,5,23,27
PKS_001.003.175.009,LOC,Bình Đạo,8,2,32,33
PKS_001.003.175.010,LOC,Trung Quốc,10,2,5,6
PKS_001.003.175.010,PER,An Dương Vương,14,3,14,16
PKS_001.003.175.011,LOC,Quàng Châu,10,2,1,2
PKS_001.003.175.011,PER,An Dương Vương,14,3,5,7
PKS_001.003.175.011,LOC,Phong Khê,9,2,12,13
PKS_001.003.175.011,PER,Thẩm Hoài Viễn,14,3,20,22
PKS_001.003.176.001,PER,An Dương Vương,14,3,1,3
PKS_001.003.176.001,LOC,Bình Đạo,8,2,8,9
PKS_001.003.176.002,LOC,Giao Châu,9,2,1,2
PKS_001.003.176.002,LOC,Bình Đạo,8,2,11,12
PKS_001.003.176.002,PER,An Dương Vương,14,3,19,21
PKS_001.003.176.003,TITLE,An Nam chí lược,15,4,2,5
PKS_001.003.176.003,PER,Lê Tắc,6,2,7,8
PKS_001.003.176.003,TITLE,Việt Vương,10,2,11,12
PKS_001.003.176.003,LOC,Khả Lũ,6,2,18,19
PKS_001.003.176.003,NUM,một,3,1,22,22
PKS_001.003.176.003,NUM,1,1,1,26,26
PKS_001.003.176.003,TITLE,An Nam chí,10,3,28,30
PKS_001.003.176.003,PER,Cao Hùng Trưng,14,3,32,34
PKS_001.003.176.003,LOC,Loa Thành,9,2,37,38
PKS_001.003.176.003,LOC,Đông Ngàn,9,2,41,42
PKS_001.003.176.003,NUM,chín,4,1,46,46
PKS_001.003.176.003,PER,An Dương Vương,14,3,55,57
PKS_001.003.176.003,LOC,Khả Lũ,6,2,64,65
PKS_001.003.176.004,PER,An Dương Vương,14,3,9,11
PKS_001.003.176.004,LOC,Việt,4,1,15,15
PKS_001.003.176.004,LOC,Việt Vương thành,16,3,22,24
PKS_001.003.176.004,NUM,2,1,1,26,26
PKS_001.003.176.004,PER,Khả Lũ,6,2,36,37
PKS_001.003.176.004,LOC,Chạ Chủ,7,2,40,41
PKS_001.003.176.004,LOC,Loa Thành,9,2,46,47
PKS_001.003.176.004,PER,K'Lủ,4,1,54,54
PKS_001.003.176.004,PER,Kh'Lủ,5,1,57,57
PKS_001.003.176.004,PER,Khả Lũ,6,2,65,66
PKS_001.003.176.004,LOC,Cổ Loa,6,2,68,69
PKS_001.003.176.004,LOC,Kim Lũ trang,12,3,82,84
PKS_001.003.176.004,NUM,3,1,1,85,85
PKS_001.003.176.005,LOC,khu vực Cổ Loa,14,4,14,17
PKS_001.003.176.005,LOC,Đông Anh,8,2,19,20
PKS_001.003.176.005,LOC,sông Hồng,9,2,38,39
PKS_001.003.176.005,LOC,khu vực Phù Lỗ,14,4,47,50
PKS_001.003.176.005,LOC,Sóc Sơn,7,2,52,53
PKS_001.003.176.005,LOC,Cổ Loa,6,2,70,71
PKS_001.003.176.006,NUM,4,1,1,17,17
PKS_001.003.176.007,TME,những năm đầu Công nguyên,25,5,11,15
PKS_001.003.177.001,LOC,Thành cổ Loa,12,3,22,24
PKS_001.003.177.002,TITLE,Đại Việt sử ký toàn thư,23,6,0,5
PKS_001.003.177.002,PER,Thục Vương,10,2,15,16
PKS_001.003.177.002,LOC,Việt Thường,11,2,20,21
PKS_001.003.177.002,LOC,Loa Thành,9,2,36,37
PKS_001.003.177.002,LOC,Tư Long,7,2,44,45
PKS_001.003.177.002,LOC,Côn Lôn,7,2,52,53
PKS_001.003.177.002,NUM,1,1,1,59,59
PKS_001.003.177.002,PER,An Dương Vương,14,3,68,70
PKS_001.003.177.003,NUM,2,1,1,25,25
PKS_001.003.177.003,TITLE,Truyện,6,1,38,38
PKS_001.003.177.003,PER,Rùa vàng,8,2,39,40
PKS_001.003.177.003,TITLE,Kim Quy truyện,14,3,42,44
PKS_001.003.177.004,LOC,Loa,3,1,27,27
PKS_001.003.177.005,LOC,Thành,5,1,0,0
PKS_001.003.177.005,LOC,sông Hồng,9,2,8,9
PKS_001.003.177.005,LOC,Bắc,3,1,15,15
PKS_001.003.177.005,LOC,Hoàng Giang,11,2,18,19
PKS_001.003.177.006,LOC,Hoàng Giang,11,2,4,5
PKS_001.003.177.006,LOC,cổ Loa,6,2,32,33
PKS_001.003.177.007,LOC,Sông Hoàng Giang,16,3,0,2
PKS_001.003.177.007,LOC,sông Thiên Đức,14,3,6,8
PKS_001.003.177.007,LOC,sông Hồng,9,2,11,12
PKS_001.003.177.007,LOC,sông cầu,8,2,14,15
PKS_001.003.177.007,LOC,Quả Cảm,7,2,18,19
PKS_001.003.177.007,LOC,Thổ Hà,6,2,21,22
PKS_001.003.177.007,LOC,Bắc Ninh,8,2,25,26
PKS_001.003.177.008,NUM,5,1,1,11,11
PKS_001.003.177.008,LOC,Yên Lãng,8,2,13,14
PKS_001.003.177.008,LOC,Kim Anh,7,2,16,17
PKS_001.003.177.008,LOC,Đông Ngàn,9,2,19,20
PKS_001.003.177.008,LOC,Yên Phong,9,2,22,23
PKS_001.003.177.008,LOC,Tiên Du,7,2,25,26
PKS_001.003.177.008,LOC,Hoàng Giang,11,2,36,37
PKS_001.003.177.008,LOC,cổ Loa,6,2,41,42
PKS_001.003.177.008,LOC,Cổ Loa,6,2,49,50
PKS_001.003.177.009,NUM,5,1,1,2,2
PKS_001.003.177.009,PER,Lịch Đạo Nguyên,15,3,6,8
PKS_001.003.177.009,LOC,Ngũ Huyện Khê,13,3,15,17
PKS_001.003.178.001,LOC,Hoàng Giang,11,2,2,3
PKS_001.003.178.001,LOC,Cả,2,1,8,8
PKS_001.003.178.003,TME,ngày xưa,8,2,5,6
PKS_001.003.178.003,TITLE,vua,3,1,7,7
PKS_001.003.178.003,PER,Thục,4,1,8,8
PKS_001.003.178.004,LOC,thành Nội,9,2,12,13
PKS_001.003.178.004,LOC,Hoàng Giang,11,2,17,18
PKS_001.003.178.004,LOC,sông Hồng,9,2,25,26
PKS_001.003.178.005,LOC,Loa,3,1,4,4
PKS_001.003.178.005,NUM,ba,2,1,7,7
PKS_001.003.178.005,NUM,ba,2,1,11,11
PKS_001.003.178.006,LOC,Thành Nội,9,2,15,16
PKS_001.003.178.006,LOC,Thành Trung,11,2,18,19
PKS_001.003.178.006,LOC,Thành Ngoại,11,2,21,22
PKS_001.003.178.007,NUM,16km,4,1,11,11
PKS_001.003.178.008,LOC,sông Hoàng Giang,16,3,14,16
PKS_001.003.178.010,LOC,Loa,3,1,16,16
PKS_001.003.178.011,LOC,Loa,3,1,2,2
PKS_001.003.178.011,NUM,một,3,1,9,9
PKS_001.003.178.012,LOC,Việt Nam,8,2,3,4
PKS_001.003.178.012,PER,Đào Duy Anh,11,3,6,8
PKS_001.003.178.012,PER,Phạm Văn Kinh,13,3,10,12
PKS_001.003.178.012,PER,Đỗ Văn Ninh,11,3,14,16
PKS_001.003.178.012,PER,Trần Quốc Vượng,15,3,18,20
PKS_001.003.179.002,TITLE,Lịch sử,7,2,7,8
PKS_001.003.179.002,LOC,Việt Nam,8,2,9,10
PKS_001.003.179.002,TME,thế kỷ X,8,3,15,17
PKS_001.003.179.002,TITLE,Địa chí,7,2,19,20
PKS_001.003.179.002,LOC,Cô Loa,6,2,21,22
PKS_001.003.179.002,LOC,Hà Nội,6,2,24,25
PKS_001.003.179.002,LOC,Thăng Long,10,2,28,29
PKS_001.003.179.003,LOC,Phong Khê,9,2,21,22
PKS_001.003.179.003,LOC,cổ Loa,6,2,27,28
PKS_001.003.179.003,LOC,Phong Khê,9,2,33,34
PKS_001.003.179.003,LOC,Kiến Thành,10,2,37,38
PKS_001.003.179.003,LOC,Trong,5,1,43,43
PKS_001.003.179.003,LOC,Loa Thành,9,2,47,48
PKS_001.003.179.004,LOC,Loa,3,1,7,7
PKS_001.003.179.004,LOC,Loa Thành,9,2,16,17
PKS_001.003.179.004,LOC,Kiến Thành,10,2,19,20
PKS_001.003.179.005,LOC,Thành Cồ Loa,12,3,5,7
PKS_001.003.179.005,PER,An Dương Vương,14,3,51,53
PKS_001.003.179.005,LOC,Âu Lạc,6,2,59,60
PKS_001.003.179.005,LOC,Bắc thuộc,9,2,65,66
PKS_001.003.179.005,NUM,5,1,1,77,77
PKS_001.003.179.006,LOC,Loa,3,1,9,9
PKS_001.003.179.006,LOC,Loa,3,1,36,36
PKS_001.003.179.006,NUM,6,1,1,38,38
PKS_001.003.179.007,LOC,Kinh thành,10,2,41,42
PKS_001.003.179.007,LOC,Âu Lạc,6,2,46,47
PKS_001.003.179.007,PER,An Dương Vương,14,3,50,52
PKS_001.003.179.008,LOC,Loa,3,1,4,4
PKS_001.003.179.008,LOC,Âu Lạc,6,2,31,32
PKS_001.003.179.008,PER,An Dương Vương,14,3,36,38
PKS_001.003.179.009,LOC,Thành cổ Loa,12,3,0,2
PKS_001.003.179.009,LOC,Việt,4,1,21,21
PKS_001.003.180.001,LOC,Thành Cổ Loa,12,3,0,2
PKS_001.003.180.002,LOC,Thành Cổ Loa,12,3,0,2
PKS_001.003.180.003,LOC,Thành Cổ Loa,12,3,3,5
PKS_001.003.180.003,LOC,Âu Lạc,6,2,21,22
PKS_001.003.180.003,PER,An Dương Vương,14,3,24,26
PKS_001.003.180.004,LOC,Việt,4,1,27,27
PKS_001.003.180.006,PER,Triệu Đà,8,2,0,1
PKS_001.003.180.006,LOC,Nam Việt,8,2,4,5
PKS_001.003.180.007,LOC,phương Nam,10,2,6,7
PKS_001.003.180.007,LOC,Bách Việt,9,2,21,22
PKS_001.003.180.007,TITLE,Quân Tướng,10,2,29,30
PKS_001.003.180.007,PER,Dịch Hu Tống,12,3,32,34
PKS_001.003.180.007,LOC,Nam Hải,7,2,49,50
PKS_001.003.180.007,LOC,Quế Lâm,7,2,52,53
PKS_001.003.180.007,LOC,Tượng Quận,10,2,55,56
PKS_001.003.180.008,LOC,Nam,3,1,7,7
PKS_001.003.180.008,TITLE,úy,2,1,11,11
PKS_001.003.180.008,PER,Đồ Thư,6,2,12,13
PKS_001.003.180.008,NUM,mấy chục vạn,12,3,16,18
PKS_001.003.180.010,TITLE,úy,2,1,11,11
PKS_001.003.180.010,LOC,quận,4,1,15,15
PKS_001.003.180.010,TITLE,Huyện lệnh,10,2,17,18
PKS_001.003.180.010,LOC,huyện,5,1,21,21
PKS_001.003.180.011,PER,Nhậm Ngao,9,2,0,1
PKS_001.003.180.011,TITLE,Úy quận,7,2,5,6
PKS_001.003.180.011,LOC,Nam Hải,7,2,7,8
PKS_001.003.180.011,LOC,Quảng Đông,10,2,11,12
PKS_001.003.180.011,PER,Triệu Đà,8,2,14,15
PKS_001.003.180.011,TITLE,Huyện lệnh,10,2,17,18
PKS_001.003.180.011,LOC,Long Xuyên,10,2,19,20
PKS_001.003.180.011,LOC,Nam Hải,7,2,25,26
PKS_001.003.181.001,TME,Năm 210 TCN,11,3,0,2
PKS_001.003.181.001,PER,Tần Thủy Hoàng,14,3,4,6
PKS_001.003.181.001,PER,Tần Nhị Thế,11,3,11,13
PKS_001.003.181.002,NUM,10,2,1,7,7
PKS_001.003.181.002,TME,221-210 TCN,11,2,10,11
PKS_001.003.181.002,LOC,Bắc,3,1,25,25
PKS_001.003.181.002,LOC,Nam,3,1,28,28
PKS_001.003.181.003,LOC,Vạn Lý Trường Thành,19,4,11,14
PKS_001.003.181.003,NUM,6.700km,7,1,17,17
PKS_001.003.181.003,LOC,Cam Túc,7,2,19,20
PKS_001.003.181.003,LOC,Liêu Ninh,9,2,22,23
PKS_001.003.181.004,PER,Tần Thủy Hoàng,14,3,0,2
PKS_001.003.181.005,PER,Tần Thủy Hoàng,14,3,2,4
PKS_001.003.181.005,TME,năm 211 TCN,11,3,9,11
PKS_001.003.181.005,PER,Thủy Hoàng,10,2,22,23
PKS_001.003.181.005,TME,năm nay,7,2,25,26
PKS_001.003.181.005,PER,Tần Thủy Hoàng,14,3,42,44
PKS_001.003.181.006,PER,Tư Mã Thiên,11,3,3,5
PKS_001.003.181.006,PER,Tần hoàng đế,12,3,15,17
PKS_001.003.181.007,TME,năm 209 TCN,11,3,11,13
PKS_001.003.181.007,PER,Trần Thắng,10,2,26,27
PKS_001.003.181.007,PER,Ngô Quảng,9,2,29,30
PKS_001.003.181.007,LOC,Hà Nam,6,2,35,36
PKS_001.003.181.007,LOC,An Huy,6,2,41,42
PKS_001.003.181.007,LOC,Giang Tô,8,2,44,45
PKS_001.003.181.008,PER,Tần Nhị Thế,11,3,8,10
PKS_001.003.181.008,LOC,phương Nam,10,2,17,18
PKS_001.003.181.008,NUM,10 năm,6,2,24,25
PKS_001.003.181.010,TME,Năm 208 TCN,11,3,0,2
PKS_001.003.181.010,LOC,Nam Hải,7,2,6,7
PKS_001.003.181.010,PER,Nhâm Ngao,9,2,9,10
PKS_001.003.181.010,PER,Triệu Đà,8,2,15,16
PKS_001.003.181.010,PER,Trần Thắng,10,2,23,24
PKS_001.003.181.011,LOC,Việt,4,1,21,21
PKS_001.003.182.002,PER,Ngao,4,1,3,3
PKS_001.003.182.002,LOC,Phiên Ngung,11,2,8,9
PKS_001.003.182.002,LOC,Nam Thành,9,2,14,15
PKS_001.003.182.002,NUM,mấy nghìn,9,2,26,27
PKS_001.003.182.002,PER,Tần,3,1,32,32
PKS_001.003.182.004,PER,Nhâm Ngao,9,2,1,2
PKS_001.003.182.004,PER,Triệu Đà,8,2,6,7
PKS_001.003.182.004,LOC,Nam Hải,7,2,12,13
PKS_001.003.182.005,PER,Ngao,4,1,2,2
PKS_001.003.182.005,PER,Triệu Đà,8,2,4,5
PKS_001.003.182.005,LOC,Nam Hải,7,2,12,13
PKS_001.003.182.005,LOC,Ngũ Lĩnh,8,2,28,29
PKS_001.003.182.006,PER,Triệu Đà,8,2,12,13
PKS_001.003.182.007,PER,Triệu Đà,8,2,2,3
PKS_001.003.182.007,PER,Tần,3,1,21,21
PKS_001.003.182.008,LOC,Phiên Ngung,11,2,3,4
PKS_001.003.182.008,PER,Triệu Đà,8,2,6,7
PKS_001.003.182.008,LOC,Nam,3,1,18,18
PKS_001.003.182.009,TME,Năm 206 TCN,11,3,0,2
